Phylum,Class,Order,Family,Genus,Species,OTU,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,DGN16SuooMAaA_2_113,DGN16SuooMAaA_2_115,DGN16SuooMAaA_2_116,DGN16SuooMAaA_3_115,DGN16SuooMAaA_3_120,DGN16SuooMAaA_4_112,DGN16SuooMAaA_4_115,DGN16SuooMAaA_5_116,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,DGN16SuooMAaA_8_115,DGN16SuooMAaA_9_112,DGN16SuooMAaA_9_116,Rego006,Rego010,Rego015,Rego016,Rego019,Rego020,Rego023,Rego025,Rego030,Rego032,Rego035,Rego041,Rego042,Rego045,Rego046,Rego049,Rego054,Rego061,Rego063,Rego064,Rego069,Rego071,Rego083,WHYD20082037_A,WHYD20082062_A
Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,norank_f__Mitochondria,unclassified_g__norank_f__Mitochondria,OTU4251,0,0,0,0,0,0,4,0,3,0,12,2,17,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,uncultured_bacterium_g__Lautropia,OTU569,0,4,20,60,64,203,0,42,43,36,23,46,0,1125,6,368,509,231,38,224,4676,51,16,79,14,64,73,21,0,19,2,283,0,958,109,150,21,4,1,152,69,45
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,uncultured_bacterium_g__Haemophilus,OTU5628,0,52,383,414,25,3,0,1,3,96,10,10,29,23,19,62,7,15,7,29,7,0,10,3,0,1,23,70,0,16,1,26,57,6,49,37,0,54,102,4,11,4
Proteobacteria,Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,OTU540,22,0,0,0,0,0,31,3,0,0,0,0,1,0,0,0,3,0,1,1,1,1,0,1,1,0,0,2,0,0,3,2,20,1,1,0,0,0,0,0,0,0
Proteobacteria,Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,OTU4249,0,0,35,47,31,0,0,0,29,17,4,17,6,4,2,2,0,85,31,4,1,8,5,0,0,69,4,3,0,12,5,4,0,2,2,17,2,130,24,6,9,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria_mucosa,OTU3589,168,2481,2392,1483,5557,6071,1,19644,1137,1203,3527,2466,540,4435,554,739,7973,5941,6383,10764,5341,1486,1318,2886,2920,654,2900,2341,23758,16479,373,5017,1,8983,439,6920,13829,2175,1061,5268,1021,2890
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU6154,0,0,0,1,0,0,0,0,0,4,0,2,0,0,2,0,0,8,0,0,0,0,2,0,17,3,0,2,0,0,0,0,0,0,0,1,0,3,0,7,0,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,uncultured_bacterium_g__Aggregatibacter,OTU3593,1,0,359,521,650,245,0,9,301,1737,148,191,615,52,870,1908,36,552,287,1087,39,298,1212,417,24,503,187,1209,1,624,10,160,4,189,465,920,468,75,401,832,371,325
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU4252,0,13,28,18,17,7,1,12,8,12,2,23,6,1,0,8,14,14,21,17,3,2,11,12,35,77,5,24,16,21,8,71,0,7,4,27,20,46,13,21,0,1
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,unclassified_g__Haemophilus,OTU3588,2,0,20,425,106,4,1,0,20,75,2,4,85,1,46,41,4,1,2,0,2,15,1,1,0,47,3,5,0,2,1,0,12,17,1,1,0,3,2,6,15,4
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU5562,21,30,47,102,32,18,46,16,20,47,10,18,70,17,38,79,49,38,46,44,58,20,27,33,44,39,28,52,13,58,8,77,277,11,28,56,30,42,14,32,22,18
Proteobacteria,Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,OTU3457,0,0,15,15,27,0,0,0,10,13,0,11,1,0,2,1,0,55,15,1,0,5,4,1,0,35,1,0,0,5,0,0,0,3,1,10,2,100,27,3,2,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria_elongata_g__Neisseria,OTU5776,120,147,245,136,315,335,1,57,6,186,135,263,12,10,3,19,315,474,127,151,118,484,14,373,47,303,52,192,138,241,159,336,0,727,50,387,191,259,315,93,51,28
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU5517,1,0,0,1,1,6,0,12,0,2,0,0,0,9,0,1,0,0,0,0,2,0,0,0,1,1,0,2,0,1,0,5,0,0,1,1,0,1,0,3,0,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,unclassified_g__Lautropia,OTU579,0,2,2,12,14,4,0,6,1,1,0,35,0,1,0,100,71,3,1,2,112,0,13,13,24,68,10,21,0,0,0,2,0,45,0,122,9,14,3,23,2,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria_bacilliformis,OTU3724,0,0,0,0,9,0,0,4,0,0,0,0,3,0,0,0,60,0,6,2,1,52,24,116,80,0,2,1,0,0,14,3,0,0,0,0,7,1,0,3,1,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU3604,0,43,33,21,38,26,0,73,25,10,29,13,11,32,10,15,32,25,51,56,17,6,13,22,9,9,26,19,49,40,3,45,0,26,5,44,83,18,4,48,20,36
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU5616,1,7,31,19,11,1,0,50,8,14,3,9,11,8,8,9,17,12,14,13,9,1,11,6,15,15,7,23,2,12,4,23,0,7,6,17,18,42,7,26,3,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU3476,3,21,73,63,35,6,8,11,34,49,4,32,41,7,21,25,11,36,26,53,20,5,33,42,42,82,9,58,9,74,9,48,27,29,19,46,39,92,19,16,6,8
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella,uncultured_bacterium_g__Alysiella,OTU3502,0,0,11,0,3,2,0,0,0,19,0,0,4,0,0,0,0,0,0,20,1,0,27,6,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,2,0,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,unclassified_g__Haemophilus,OTU3602,0,488,670,179,1,2,3,8,0,87,1,36,55,2071,131,207,43,172,92,613,257,54,217,101,0,2,1018,597,0,67,17,55,89,182,375,13,2,54,668,37,70,68
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_segnis,OTU3582,0,0,401,1383,504,4,0,0,665,481,79,278,123,86,174,45,0,1588,562,62,11,501,187,11,25,979,179,42,2,149,151,47,0,55,221,182,26,1445,344,123,339,438
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_influenzae,OTU5707,0,3,18,373,211,37,0,0,55,1312,280,109,234,0,614,63,0,39,204,6,0,1,212,7,0,41,8,50,0,1,28,85,35,3,328,453,0,177,23,93,8,4
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU529,20,82,257,187,168,77,33,325,54,83,50,51,124,50,19,216,366,255,202,316,232,41,43,82,152,165,44,117,171,453,10,192,4,82,19,214,239,81,77,98,27,44
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,unclassified_f__Neisseriaceae,unclassified_f__Neisseriaceae,OTU3605,0,36,23,5,7,3,0,4,1,4,5,6,8,3,0,2,45,18,27,78,159,1,2,33,0,60,3,50,0,0,3,44,0,37,8,27,0,2,36,5,3,1
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,unclassified_g__Haemophilus,OTU3561,8,2,6,12,1,0,0,5,0,1,0,1,8,0,0,12,31,17,5,3,2,0,1,1,9,10,1,38,0,8,0,7,5,2,0,1,0,13,1,0,0,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,0,0,4,7,1,2,1,0,2,0,1,0,17,5,38,5,0,1,11,0,0
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,Moraxella_osloensis_g__Enhydrobacter,OTU61,0,0,0,0,0,5,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,59,1,0,0,0,0,0,0,2,0,1,3
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU3508,0,2,11,13,7,0,9,5,0,6,0,8,4,0,0,27,9,2,1,0,7,0,5,31,45,188,0,55,0,0,0,4,31,4,1,47,17,234,48,1,0,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,unclassified_g__Lautropia,OTU5629,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,5,8,2,0,6,9,0,1,1,5,11,0,1,0,7,0,7,0,7,0,9,1,0,0,8,5,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU3054,0,0,0,0,0,0,0,0,0,4,0,0,0,2,7,0,0,11,1,0,3,1,5,1,10,0,0,4,0,0,2,1,0,0,3,0,0,0,0,1,1,1
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_pittmaniae,OTU5681,1,1,1,28,51,1,0,0,0,3,1,2,131,0,14,3,0,16,18,55,12,1,198,4,1,25,6,13,0,11,1,25,0,4,5,10,6,50,16,7,0,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,unclassified_g__Haemophilus,OTU566,1609,95,679,1104,322,204,2457,353,57,273,281,201,940,91,120,3663,1016,74,85,107,83,10,13,85,192,248,17,88,111,270,26,250,65,41,18,94,107,226,96,38,478,375
Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Ottowia_sp._oral_taxon_894,OTU3598,0,10,5,41,25,8,0,0,17,0,1,79,1,8,0,1,14,25,4,59,3,0,40,14,3,68,1,2,0,1,7,10,0,76,15,8,37,50,36,2,2,2
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU512,13,153,310,317,177,92,79,241,15,77,65,116,340,9,16,423,320,168,197,243,127,19,38,207,431,497,41,225,211,585,50,410,124,112,42,190,186,583,214,84,45,20
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,unclassified_f__Neisseriaceae,unclassified_f__Neisseriaceae,OTU4229,0,0,1,2,4,10,0,11,0,0,1,6,0,53,0,13,27,102,32,197,408,9,28,59,45,79,31,47,0,64,0,258,0,511,6,286,76,16,11,215,2,1
Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium_valvarum,OTU3470,0,0,0,0,3,6,0,0,2,19,2,6,0,13,1,6,0,4,3,13,2,58,30,9,0,3,0,2,0,1,16,2,1,25,7,7,6,2,18,20,5,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,unclassified_f__Neisseriaceae,unclassified_f__Neisseriaceae,OTU3511,1,0,26,9,43,9,0,8,7,43,3,9,21,1,7,25,8,21,14,35,1,2,46,22,5,27,4,35,0,45,2,6,0,11,3,72,35,3,25,12,2,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU3529,2,0,1,3,3,2,2,3,0,2,0,0,2,0,0,2,4,6,0,1,3,1,3,2,12,1,0,1,2,0,0,1,3,0,1,2,1,6,1,0,5,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,unclassified_o__Burkholderiales,unclassified_o__Burkholderiales,unclassified_o__Burkholderiales,OTU5636,0,2,0,4,3,12,0,0,1,0,2,0,0,67,0,7,2,1,7,2,25,0,0,4,0,1,16,0,0,0,0,61,0,1,0,4,4,0,0,5,3,2
Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,uncultured_bacterium_g__Lautropia,OTU3600,0,31,53,132,306,349,0,192,192,14,78,252,8,456,83,780,1521,246,86,900,613,72,176,150,171,216,147,243,0,227,6,1080,0,1623,35,705,168,34,26,815,499,359
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU2153,0,2,20,22,111,107,0,50,15,7,11,88,0,92,6,156,272,5,1,4,9,3,1,3,0,0,2,3,0,2,0,29,0,37,0,18,5,1,0,19,43,22
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_pittmaniae,OTU2592,0,7,0,1289,158,0,0,0,0,7,12,5,710,1,176,108,0,1,9,3,5,0,22,0,0,0,2,12,0,0,7,13,0,1,0,30,8,1,0,0,5,29
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU5789,18,0,2,2,0,1,47,1,0,1,0,1,3,0,1,11,9,3,12,2,2,6,2,8,9,9,1,4,1,5,1,10,68,0,1,1,2,7,2,0,4,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria_oralis,OTU5775,0,1800,0,436,155,1589,0,1,122,183,1777,0,0,5619,0,371,92,152,1537,111,554,111,29,1112,0,286,2650,45,17,0,1209,1919,0,0,28,84,1634,0,5,263,110,67
Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,uncultured_bacterium_g__Cardiobacterium,OTU305,152,14,1,16,8,25,0,10,4,3,2,7,4,2,4,1,10,11,16,30,36,45,8,36,16,5,18,1,0,14,103,41,1,2,28,8,2,3,20,9,8,6
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU5579,553,1953,4916,1757,4551,1893,889,6462,312,2536,771,4722,2203,1006,356,5083,4635,631,7,136,1913,0,26,119,4548,422,235,171,10,15,1524,3,2,140,819,8284,3459,631,9682,1379,270,1036
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,unclassified_f__Neisseriaceae,unclassified_f__Neisseriaceae,OTU559,0,0,4,0,5,24,0,11,0,7,7,0,0,4,5,0,1,11,21,1,8,7,20,8,43,1,25,2,1,0,0,0,0,8,6,0,16,0,0,4,0,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Haemophilus_parahaemolyticus,OTU2826,1038,0,89,182,440,209,86,648,0,8,0,1,6,23,35,1279,3233,2140,438,1366,5949,281,228,631,953,1134,0,1314,1,1203,1,0,93,0,1,1775,452,218,58,4,0,0
Proteobacteria,Alphaproteobacteria,unclassified_c__Alphaproteobacteria,unclassified_c__Alphaproteobacteria,unclassified_c__Alphaproteobacteria,unclassified_c__Alphaproteobacteria,OTU5797,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria_subflava,OTU528,11,581,5056,1013,1358,1186,14,265,2344,1094,309,120,1573,267,148,593,311,329,197,357,161,40,86,140,157,322,38,250,194,480,21,276,27,235,18,338,247,407,113,96,76,65
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU5560,0,4,18,3,23,15,5,3,6,7,5,23,2,1,2,3,3,20,7,11,1,7,17,16,3,22,0,14,110,1,1,6,2,23,2,15,9,49,25,12,1,1
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU4223,0,11,0,2,0,3,0,0,1,1,4,0,0,6,0,6,0,1,10,0,4,2,0,5,0,5,7,0,0,0,6,27,0,0,0,0,10,0,0,3,1,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU549,3,0,15,43,37,14,2,5,1,58,7,6,16,3,32,118,33,19,39,27,22,6,10,7,1,17,1,31,0,3,0,11,5,0,17,76,0,10,3,3,7,1
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,uncultured_bacterium_g__Haemophilus,OTU3654,0,6,16,4,0,0,0,0,0,1,0,2,2,7,0,6,1,17,11,42,20,1,13,13,0,0,28,48,0,1,1,8,77,11,19,0,0,0,1,3,1,1
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU5565,0,2,2,1,2,0,3,0,0,2,1,2,5,0,0,5,3,0,0,4,1,0,0,4,1,2,0,0,5,9,1,2,2,3,0,3,1,1,1,1,0,0
Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,uncultured_bacterium_g__Wolbachia,OTU589,2,1,4,2,4,4,5,4,0,3,5,1,1,4,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_f__Pasteurellaceae,unclassified_f__Pasteurellaceae,OTU5545,1,0,2,3,2,0,5,2,0,1,0,0,1,0,0,3,2,0,2,1,1,1,0,2,5,12,0,3,1,9,2,2,11,1,0,6,1,9,5,4,1,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU5774,31,3,243,174,167,51,163,101,7,17,0,478,73,15,43,285,199,31,207,65,550,5,1540,3142,137,16706,522,5174,4,20,250,100,221,1453,28,3422,361,14893,2457,107,37,19
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,uncultured_bacterium_g__Eikenella,OTU3726,4,641,9,25,22,281,241,11,13,49,23,70,6,15,2,9,61,29,39,26,19,42,40,132,19,51,33,25,0,2,70,43,2,36,24,28,49,24,69,24,16,27
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU3568,0,6,25,6,22,9,0,32,2,3,3,7,14,1,0,7,29,29,23,37,15,2,1,12,20,7,2,8,64,53,1,23,0,16,0,30,59,8,5,9,0,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU565,0,0,11,10,23,14,0,1,1,42,3,8,17,1,4,34,7,9,19,9,5,2,10,23,5,9,3,16,0,16,0,4,0,9,6,43,41,6,11,32,2,1
Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,unclassified_g__Lautropia,OTU3603,0,7,7,12,49,50,0,72,15,2,10,22,1,80,2,36,248,63,27,160,230,5,8,10,11,1,16,15,0,62,0,181,0,298,1,82,55,2,0,112,26,17
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU3477,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,17,0,1,2,9,6,1,1,0,0,1,0,0,1,5,38,6,1,18,10,0,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,uncultured_bacterium_g__Neisseria,OTU3619,0,2,3,0,2,4,0,4,0,2,0,0,3,0,2,1,6,2,3,8,4,4,4,9,2,0,0,6,0,0,0,4,0,0,1,5,3,3,1,1,0,2
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU4168,0,3,20,47,21,1,8,34,1,6,6,6,4,0,0,8,13,3,9,19,6,3,4,5,45,113,1,16,34,82,6,6,5,8,1,93,17,50,22,16,2,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU4165,0,1,4,16,8,0,3,22,1,4,6,2,1,0,0,4,9,4,5,10,4,1,2,3,18,61,0,12,10,42,5,6,0,10,0,36,17,28,19,24,9,3
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU5474,0,0,0,0,0,4,0,2,0,4,0,0,0,0,8,0,0,17,0,0,0,3,8,3,24,0,20,1,0,0,0,1,0,0,3,0,0,0,0,10,2,1
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU2151,0,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,3,0,0,1,5,14,4,9,0,5,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_denticola,OTU3701,0,0,0,0,0,0,0,12,0,4,0,0,0,0,7,0,0,13,0,0,7,2,6,2,7,0,2,0,0,0,0,0,0,1,12,0,0,1,0,4,1,3
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU4256,0,0,0,0,0,1,0,0,0,26,0,0,5,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU2250,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU2822,0,0,0,0,0,691,0,0,0,217,0,5,0,0,0,0,0,0,0,0,0,17,0,49,0,0,0,60,0,0,0,0,0,0,10,0,0,0,0,2,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU3538,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21,1,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._IQAT20,OTU2843,0,0,0,0,0,0,0,0,1,54,0,1,0,206,39,23,0,48,0,0,0,32,11,270,5,6,54,225,0,0,1,29,0,0,111,0,0,0,4,109,1,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._canine_oral_taxon_356,OTU2832,0,0,0,0,0,97,0,0,0,72,0,0,6,0,117,0,0,210,0,0,0,105,88,72,0,0,62,0,0,0,0,5,0,0,43,0,0,0,0,167,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU4331,0,0,0,0,0,6,0,0,0,19,0,0,1,1,0,0,0,28,0,0,0,4,2,1,3,0,2,5,0,0,1,0,0,0,3,0,0,0,0,26,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_socranskii,OTU2837,41,0,18,31,16,76,11,21,24,16,64,36,15,86,86,7,12,24,17,6,35,44,87,10,141,2,50,26,0,7,2,5,1,18,205,18,8,10,21,17,20,69
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._oral_taxon_246,OTU3842,0,0,0,0,3,37,0,13,0,12,0,0,0,0,37,0,1,2,0,0,10,71,16,21,6,0,226,0,0,0,1,0,0,0,13,0,0,0,0,10,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_parvum,OTU2805,0,0,1,0,0,7,0,0,4,0,1,0,0,2,5,2,0,7,0,0,0,3,5,1,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_medium,OTU2416,44,6,2,0,8,194,38,11,6,243,41,75,18,18,138,1,68,7,0,1,0,2,19,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,17
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_denticola,OTU3367,0,0,31,0,0,23,0,39,0,24,11,37,11,88,206,3,32,132,9,0,51,86,158,13,243,1,276,18,9,8,1,24,0,44,59,0,0,19,0,41,155,199
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_lecithinolyticum,OTU3458,0,0,0,0,13,0,0,127,0,18,7,0,4,0,97,0,46,0,38,20,74,27,129,14,52,0,0,52,0,0,1,6,0,0,15,0,0,0,0,15,1,1
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_medium,OTU2398,0,0,1,18,2,1,1,0,4,6,3,5,4,0,62,0,1,140,13,14,8,38,149,64,123,6,67,17,0,12,35,8,10,2,99,0,2,5,11,118,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._canine_oral_taxon_201,OTU4200,0,0,0,0,5,86,0,7,0,149,0,4,4,20,118,1,2,0,0,0,8,46,119,25,0,1,226,0,0,0,0,1,0,0,14,0,0,2,0,106,20,6
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_denticola,OTU514,0,0,0,0,23,1,0,357,0,77,0,0,0,0,157,0,6,113,0,45,230,63,115,41,180,0,0,0,2,0,0,0,0,0,253,0,0,0,0,90,0,1
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._IRAF26,OTU2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._canine_oral_taxon_087,OTU3456,0,0,1,0,0,330,0,142,0,672,0,0,0,47,3,7,28,1373,0,0,12,119,27,113,375,1,96,0,0,0,13,56,0,0,72,21,0,0,2,922,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._9AD01,OTU292,0,0,0,0,0,0,0,1,29,3,0,0,0,0,3,0,4,5,0,0,3,38,1,2,7,0,8,6,2,0,0,1,0,1,22,0,0,0,0,9,0,0
