num sample rows,DGN16SxfsMCaB_20_109,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_12_122,WHYD200513783_A,DGN16SuooMAaA_7_113,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_18_115,GXJ0103_C6,GXJ0103_C8D15,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_16_119,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,YZR0106_C2,YZR0106_C4,ZJD0111_JX,ZJD0111_C4uiPD,YZY0112_C2D15,Rego006,WHYD200513792_A,DGN16SuooMAaA_3_120,Rego010,FQT0113_JX,FQT0113_C2D15,DGN16SuooMAaA_4_115,HSR0114_JX,HAH0115_JX,Rego015,Rego016,CGH0116_JX,CGH0116_C2D1,DGN16SuooMAaA_3_115,WHYD200513785_A,WHYD200513797_A,WHYD200513812_A,DGN16SuooMAaA_9_116,WHYD200716230_A,Rego019,ZXL0117_JX,Rego020,SZL0119_JX,DGN16SuooMAaA_8_115,WHYD200716245_A,Rego023,HM0120_JX,Rego025,CWZ0121_JX,CWZ0121_PD,SLM0122_JX,WHYD200513799_A,WHYD20082037_A,WHYD200716229_A,WHYD20082062_A,WHYD200716254_A,LGZ0123_JX,Rego030,FW0124_JX,Rego032,WHYD200513772_A,YMS0125_JX,Rego035,TWH0126_JX,Rego042,Rego041,LJK0127_JX,SJH0128_JX,Rego046,FMS0129_JX,Rego045,DGN16SuooMAaA_1_113,WHYD200513577_A,WY0132_JX,LWM0133_JX,LMS0134_JX,CKH0135_JX,Rego054,WHYD200513795_A,DGN16SuooMAaA_1_115,WHYD200513813_A,PXX0136_JX,Rego061,Rego064,YGF0137_JX,JFQ0138_JX,Rego063,WHYD200513798_A,DGN16SuooMAaA_2_115,WHYD200513822_A,WHYD200513800_A,Rego069,DGN16SuooMAaA_5_116,Rego049,DGN16SuooMAaA_1_112,DGN16SuooMAaA_2_116,Rego083,WHYD200513765_A,DGN16SuooMAaA_4_112,WHYD200513815_A,DGN16SuooMAaA_2_113,WHYD200513773_A,DGN16SuooMAaA_1_116,WHYD200513784_A,WHYD200513786_A,DGN16SuooMAaA_9_112,WHYD200513802_A,DGN16SuooMAaA_7_115,WHYD200513791_A,GZL0140_JX,Rego071,WHYD200513766_A,DGN16SxfsMCaB_19_109
19100,2.8897,2.3999,3.4203,3.7214,4.0842,3.869,3.425,2.67,4.3895,3.4392,3.7741,2.9297,2.3154,1.5802,3.045,2.5602,3.4678,3.244,4.1422,3.03,4.0418,4.2551,2.2965,2.7966,4.4179,4.3775,3.7201,3.6705,3.5141,3.8776,3.807,3.272,3.8885,3.8353,3.806,3.7366,3.4923,4.6237,3.4665,4.3627,2.9471,3.7881,2.8242,4.2475,3.5178,4.0928,3.1886,3.6907,2.763,3.2744,3.9602,3.9741,3.5677,3.8516,4.3461,3.2075,3.6964,4.3163,3.862,3.6658,4.0717,2.5645,3.0812,2.0403,2.1609,3.9012,3.6507,2.9441,4.316,4.0525,3.5134,3.3863,4.0867,3.9999,NA,4.0742,2.0215,3.9467,1.7454,3.5362,4.2616,3.5932,3.5091,3.1464,3.6157,1.9253,4.4943,2.3895,3.4162,3.4284,4.4157,2.7355,4.2271,4.0115,4.3575,3.7816,4.4366,3.6589,4.2766,2.9299,3.7582,3.4774,4.3323,3.8535,4.1524,3.9112,3.1584,2.9979,4.0215,2.7135,3.4487
19200,2.8897,2.3999,3.4204,3.7213,4.0843,3.869,3.4249,2.6701,4.3895,3.4392,3.7742,2.9297,2.3154,1.5804,3.045,2.5604,3.4679,3.2441,4.1423,3.03,4.042,4.2552,2.2964,2.7965,4.418,4.3774,3.7202,3.6706,3.5142,3.8776,3.8072,3.2722,3.8887,3.8355,3.806,3.7366,3.4924,4.6236,3.4666,4.3628,2.9472,3.7883,2.8241,4.2477,3.5178,4.0929,3.1887,3.6907,2.7632,3.2745,3.9603,3.9744,3.5676,3.8516,4.346,3.2077,3.6964,4.3165,3.8619,3.6658,4.0719,2.5646,3.0811,2.0403,2.1607,3.9013,3.6508,2.9443,4.3161,4.0525,3.5136,3.3862,4.0868,3.9999,NA,4.0744,2.0216,3.9467,1.7453,3.5361,4.2617,3.5931,3.509,3.1465,3.6158,1.9252,4.4943,2.3894,3.4162,3.4285,4.4157,2.7356,4.2272,4.0115,4.3576,3.7816,4.4367,3.6591,4.2766,2.9302,3.7581,3.4775,4.3324,3.8536,4.1522,3.9114,3.1584,2.998,4.0215,2.7138,3.4488
19300,2.8897,2.3999,3.4206,3.7216,4.0845,3.8691,3.4247,2.6701,4.3898,3.4391,3.7744,2.9296,2.3155,1.5805,3.045,2.5604,3.468,3.2443,4.1422,3.03,4.0421,4.2553,2.2964,2.7965,4.4181,4.3775,3.7203,3.6705,3.5143,3.8777,3.8072,3.272,3.8887,3.8357,3.806,3.7366,3.4923,4.6237,3.4666,4.3629,2.9472,3.7886,2.8241,4.2478,3.518,4.0931,3.1889,3.6909,2.7632,3.2745,3.9605,3.9745,3.5676,3.8518,4.346,3.2078,3.6966,4.3165,3.862,3.6658,4.0719,2.5646,3.0812,2.0402,2.1608,3.9013,3.651,2.9441,4.3162,4.0524,3.5137,3.3862,4.0869,3.9998,NA,4.0744,2.0215,3.9469,1.7455,3.5363,4.2618,3.5932,3.5091,3.1467,3.6158,1.9255,4.4945,2.3895,3.4163,3.4285,4.4158,2.7354,4.2271,4.0115,4.3575,3.7815,4.4369,3.6593,4.2766,2.93,3.7583,3.4775,4.3326,3.8536,4.1523,3.9115,3.1584,2.9981,4.0215,2.7138,3.4488
19400,2.8898,2.4,3.4207,3.7216,4.0845,3.8693,3.4247,2.6702,4.3898,3.4393,3.7746,2.9296,2.3156,1.5805,3.0449,2.5604,3.4681,3.2443,4.1425,3.0299,4.042,4.2553,2.2966,2.7964,4.4183,4.3776,3.7205,3.6706,3.5143,3.8776,3.8072,3.272,3.8887,3.8358,3.8061,3.7367,3.4923,4.6239,3.4667,4.363,2.9472,3.7887,2.8243,4.2479,3.5182,4.0931,3.1888,3.691,2.7633,3.2747,3.9606,3.9744,3.5677,3.8519,4.3461,3.2081,3.6967,4.3165,3.8619,3.666,4.0721,2.5644,3.0812,2.0403,2.161,3.9015,3.651,2.9441,4.3162,4.0526,3.5138,3.3862,4.0871,3.9997,NA,4.0745,2.0216,3.9469,1.7455,3.5364,4.2618,3.5934,3.5092,3.1468,3.6159,1.9255,4.4946,2.3893,3.4162,3.4286,4.4159,2.7354,4.2273,4.0116,4.3575,3.7815,4.4369,3.6593,4.2767,2.9302,3.7584,3.4775,4.3325,3.8537,4.1521,3.9115,3.1585,2.9982,4.0216,2.7138,3.4488
19500,2.8901,2.4003,3.4207,3.7217,4.0848,3.8695,3.4247,2.6705,4.3899,3.4394,3.7746,2.9295,2.3157,1.5805,3.0451,2.5606,3.4681,3.2442,4.1425,3.03,4.0421,4.2554,2.2967,2.7965,4.4183,4.3776,3.7205,3.6706,3.5143,3.8778,3.8072,3.272,3.8888,3.8358,3.8062,3.7368,3.4923,4.624,3.4667,4.3629,2.9473,3.7887,2.8243,4.248,3.5182,4.0932,3.1889,3.6909,2.7634,3.2747,3.9606,3.9746,3.5677,3.852,4.3462,3.2082,3.6969,4.3166,3.8619,3.6662,4.0723,2.5646,3.0814,2.0404,2.161,3.9016,3.651,2.9442,4.3164,4.0527,3.514,3.3863,4.0871,3.9999,NA,4.0745,2.0218,3.947,1.7456,3.5364,4.2619,3.5934,3.5093,3.1468,3.616,1.9256,4.4947,2.3893,3.4163,3.4286,4.4159,2.7355,4.2273,4.0116,4.3575,3.7815,4.4371,3.6595,4.2768,2.9305,3.7584,3.4776,4.3325,3.8537,4.1522,3.9115,3.1586,2.9981,4.0216,2.7137,3.4489
19600,2.8902,2.4004,3.4208,3.7221,4.0848,3.8697,3.4249,2.6708,4.3901,3.4395,3.7746,2.9296,2.3157,1.5805,3.0451,2.5605,3.4681,3.2442,4.1425,3.03,4.0422,4.2553,2.2968,2.7965,4.4182,4.3778,3.7204,3.6707,3.5144,3.8779,3.8073,3.2721,3.8888,3.8359,3.8061,3.7369,3.4922,4.6241,3.4667,4.3631,2.9473,3.7889,2.8244,4.248,3.5182,4.0933,3.1889,3.6909,2.7635,3.2749,3.9606,3.9747,3.5676,3.8522,4.3463,3.2081,3.6971,4.3166,3.862,3.6664,4.0725,2.5647,3.0813,2.0404,2.1609,3.9018,3.6511,2.9443,4.3165,4.0529,3.5143,3.3863,4.0873,4,NA,4.0745,2.0218,3.9471,1.7456,3.5366,4.2619,3.5935,3.5094,3.147,3.6159,1.9254,4.4947,2.3893,3.4163,3.4287,4.4159,2.7355,4.2275,4.0116,4.3574,3.7816,4.4373,3.6596,4.2769,2.9305,3.7586,3.4777,4.3326,3.8539,4.1522,3.9116,3.1587,2.998,4.0217,2.7137,3.4488
19700,2.8904,2.4003,3.421,3.7221,4.085,3.8698,3.425,2.6708,4.3902,3.4395,3.7746,2.9296,2.3157,1.5806,3.0451,2.5605,3.468,3.2444,4.1426,3.0299,4.0423,4.2553,2.2967,2.7965,4.4182,4.3778,3.7204,3.6709,3.5144,3.878,3.8073,3.2722,3.8888,3.8359,3.8062,3.7369,3.4923,4.6243,3.4671,4.363,2.9474,3.7888,2.8244,4.248,3.5184,4.0932,3.1888,3.6909,2.7637,3.2752,3.9606,3.9748,3.5676,3.8521,4.3463,3.208,3.697,4.3168,3.8621,3.6666,4.0722,2.5647,3.0813,2.0402,2.1611,3.9018,3.6511,2.9444,4.3166,4.0529,3.5142,3.3863,4.0874,4,NA,4.0747,2.0218,3.9472,1.7456,3.5367,4.2621,3.5935,3.5096,3.1471,3.616,1.9256,4.4948,2.3894,3.4165,3.4286,4.4158,2.7354,4.2274,4.0118,4.3576,3.7816,4.4374,3.6598,4.277,2.9305,3.7584,3.4779,4.3328,3.8538,4.1521,3.9116,3.1586,2.998,4.0216,2.7139,3.449
19800,2.8904,2.4004,3.4211,3.7221,4.0851,3.87,3.4252,2.6708,4.3903,3.4396,3.7748,2.9296,2.3158,1.5805,3.045,2.5606,3.4682,3.2444,4.1427,3.03,4.0424,4.2552,2.2967,2.7966,4.4183,4.3779,3.7205,3.671,3.5144,3.8783,3.8074,3.2723,3.889,3.8361,3.8064,3.7369,3.4925,4.6244,3.4672,4.363,2.9473,3.7889,2.8245,4.2481,3.5184,4.0934,3.189,3.6909,2.7638,3.2753,3.9608,3.9748,3.5677,3.8521,4.3463,3.208,3.697,4.3169,3.8622,3.6665,4.0723,2.5646,3.0812,2.0403,2.1611,3.9019,3.6511,2.9443,4.3165,4.053,3.5143,3.3863,4.0877,4.0001,NA,4.0747,2.0217,3.9472,1.7455,3.5367,4.2621,3.5934,3.5096,3.147,3.616,1.9257,4.4948,2.3896,3.4166,3.4288,4.4159,2.7355,4.2275,4.0119,4.3577,3.7818,4.4375,3.6599,4.277,2.9307,3.7583,3.4779,4.333,3.8539,4.1524,3.9116,3.1586,2.998,4.0216,2.7141,3.449
19900,2.8906,2.4005,3.4212,3.7224,4.0852,3.8701,3.4254,2.6708,4.3905,3.4396,3.7749,2.9296,2.3158,1.5805,3.045,2.5606,3.4684,3.2444,4.1428,3.0301,4.0426,4.2551,2.2968,2.7965,4.4182,4.378,3.7204,3.6711,3.5145,3.8783,3.8073,3.2726,3.8893,3.8361,3.8065,3.737,3.4925,4.6243,3.4673,4.3631,2.9474,3.7892,2.8246,4.2481,3.5184,4.0933,3.1891,3.691,2.7636,3.2752,3.9609,3.9748,3.5678,3.8523,4.3466,3.2081,3.6973,4.317,3.8621,3.6667,4.0722,2.5646,3.0812,2.0403,2.1611,3.902,3.6512,2.9445,4.3165,4.053,3.5142,3.3865,4.0877,4.0002,NA,4.0747,2.0218,3.9473,1.7455,3.5369,4.2623,3.5934,3.5097,3.1472,3.6161,1.9257,4.4949,2.3896,3.4166,3.4289,4.416,2.7355,4.2274,4.0119,4.3579,3.7819,4.4376,3.6599,4.277,2.9306,3.7585,3.478,4.3333,3.8539,4.1525,3.9117,3.1588,2.998,4.0216,2.7141,3.4491
20000,2.8907,2.4005,3.4214,3.7223,4.0854,3.8702,3.4255,2.6708,4.3907,3.4397,3.7749,2.9296,2.3158,1.5805,3.045,2.5607,3.4685,3.2446,4.1428,3.03,4.0427,4.2551,2.2968,2.7966,4.4183,4.378,3.7205,3.6712,3.5145,3.8784,3.8074,3.2727,3.8893,3.8361,3.8065,3.737,3.4926,4.6244,3.4673,4.3632,2.9474,3.7892,2.8246,4.2481,3.5184,4.0935,3.189,3.691,2.7639,3.2752,3.9611,3.9748,3.5682,3.8523,4.3468,3.2081,3.6974,4.317,3.8623,3.6667,4.0724,2.5646,3.0813,2.0404,2.1612,3.9022,3.6512,2.9445,4.3166,4.0531,3.5142,3.3865,4.0879,4.0003,NA,4.0747,2.0217,3.9474,1.7455,3.5371,4.2624,3.5933,3.5098,3.1472,3.6163,1.9258,4.495,2.3896,3.4167,3.4287,4.4161,2.7354,4.2274,4.012,4.3581,3.782,4.4378,3.66,4.2769,2.9306,3.7586,3.4779,4.3334,3.854,4.1526,3.9119,3.1589,2.9981,4.0217,2.7142,3.4492
20100,2.8909,2.4004,3.4215,3.7223,4.0854,3.8702,3.4256,2.6706,4.3909,3.4397,3.7751,2.9296,2.316,1.5804,3.045,2.5608,3.4685,3.2446,4.1429,3.03,4.0427,4.2551,2.2967,2.7968,4.4185,4.378,3.7205,3.6713,3.5145,3.8787,3.8076,3.2731,3.8894,3.836,3.8067,3.737,3.4926,4.6244,3.4674,4.3633,2.9474,3.7893,2.8245,4.2483,3.5184,4.0935,3.1891,3.6912,2.7638,3.2753,3.9611,3.9749,3.5683,3.8524,4.347,3.2082,3.6976,4.3171,3.8623,3.6667,4.0726,2.5647,3.0814,2.0404,2.1615,3.9022,3.6511,2.9446,4.3166,4.0532,3.5142,3.3867,4.088,4.0003,NA,4.0746,2.0218,3.9476,1.7454,3.5371,4.2624,3.5934,3.5098,3.1471,3.6162,1.9259,4.495,2.3897,3.4166,3.4287,4.4162,2.7353,4.2275,4.0121,4.3582,3.7821,4.4379,3.6601,4.277,2.9307,3.7586,3.4778,4.3335,3.8542,4.1528,3.9118,3.159,2.998,4.0217,2.7142,3.4492
20200,2.8909,2.4005,3.4215,3.7224,4.0855,3.8703,3.4258,2.6708,4.391,3.4398,3.7752,2.9297,2.316,1.5804,3.0452,2.561,3.4684,3.2445,4.1429,3.0301,4.0428,4.2551,2.2966,2.797,4.4187,4.378,3.7205,3.6714,3.5145,3.8786,3.8076,3.2731,3.8894,3.8359,3.8069,3.7371,3.4927,4.6244,3.4674,4.3633,2.9472,3.7893,2.8247,4.2485,3.5185,4.0936,3.1891,3.6913,2.7638,3.2753,3.9613,3.9749,3.5682,3.8524,4.3469,3.2083,3.6976,4.3171,3.8624,3.6668,4.0726,2.5647,3.0816,2.0406,2.1616,3.9022,3.651,2.9445,4.3167,4.0534,3.5143,3.3866,4.0882,4.0003,NA,4.0746,2.0219,3.9477,1.7456,3.5372,4.2624,3.5935,3.5098,3.1472,3.6164,1.9259,4.4949,2.3898,3.4168,3.4286,4.4162,2.7352,4.2276,4.0123,4.3583,3.7822,4.4381,3.6601,4.277,2.9307,3.7588,3.4779,4.3335,3.8542,4.1529,3.912,3.1592,2.998,4.0217,2.7142,3.4492
20300,2.8909,2.4006,3.4216,3.7228,4.0855,3.8703,3.4258,2.6706,4.3912,3.4398,3.7752,2.9297,2.316,1.5805,3.0453,2.5609,3.4686,3.2445,4.1431,3.0302,4.043,4.2553,2.2965,2.797,4.4187,4.378,3.7206,3.6715,3.5146,3.8786,3.8077,3.2731,3.8895,3.836,3.8069,3.7373,3.4928,4.6244,3.4676,4.3634,2.9473,3.7894,2.8247,4.2486,3.5187,4.0937,3.1891,3.6914,2.764,3.2754,3.9613,3.9748,3.5684,3.8526,4.347,3.2083,3.6977,4.3172,3.8624,3.6668,4.0729,2.5649,3.0815,2.0404,2.1618,3.9022,3.651,2.9447,4.3168,4.0534,3.5145,3.3863,4.0882,4.0002,NA,4.0747,2.022,3.9476,1.7456,3.5373,4.2626,3.5937,3.5098,3.1473,3.6164,1.9259,4.4948,2.3899,3.4168,3.4288,4.4163,2.7351,4.2277,4.0125,4.3583,3.7823,4.4382,3.6601,4.2773,2.9307,3.759,3.4779,4.3335,3.8543,4.153,3.912,3.1592,2.9981,4.0219,2.7143,3.4493
20400,2.8909,2.4006,3.4217,3.723,4.0856,3.8703,3.4257,2.6706,4.3914,3.4399,3.7755,2.93,2.316,1.5805,3.0452,2.5608,3.4686,3.2445,4.1431,3.0302,4.043,4.2552,2.2966,2.7971,4.4188,4.3781,3.7206,3.6716,3.5146,3.8788,3.8078,3.2732,3.8895,3.836,3.8071,3.7373,3.4929,4.6245,3.4678,4.3636,2.9474,3.7895,2.8247,4.2487,3.5187,4.0938,3.1892,3.6915,2.764,3.2755,3.9613,3.9749,3.5685,3.8528,4.347,3.2082,3.6978,4.3172,3.8625,3.6668,4.073,2.5649,3.0817,2.0404,2.162,3.9022,3.651,2.9448,4.3169,4.0534,3.5146,3.3863,4.0884,4.0003,NA,4.0748,2.022,3.9476,1.7455,3.5374,4.2627,3.5937,3.5099,3.1473,3.6166,1.9261,4.495,2.3901,3.4168,3.4289,4.4163,2.7349,4.2278,4.0125,4.3584,3.7822,4.4382,3.6602,4.2774,2.9309,3.7592,3.4778,4.3335,3.8544,4.1531,3.9121,3.1592,2.998,4.022,2.7143,3.4493
20500,2.891,2.4005,3.4219,3.7231,4.0856,3.8705,3.4258,2.6708,4.3915,3.44,3.7754,2.93,2.3161,1.5805,3.0454,2.561,3.4685,3.2447,4.1431,3.0303,4.0432,4.2553,2.2964,2.7971,4.4189,4.3781,3.7206,3.6716,3.5147,3.8788,3.8078,3.2731,3.8896,3.8362,3.807,3.7373,3.4929,4.6244,3.4678,4.3635,2.9473,3.7896,2.8247,4.2487,3.5187,4.0938,3.1892,3.6916,2.764,3.2753,3.9613,3.9749,3.5686,3.853,4.3471,3.2082,3.6977,4.3174,3.8625,3.6669,4.0729,2.565,3.0818,2.0406,2.162,3.9022,3.6511,2.945,4.3168,4.0534,3.5146,3.3864,4.0886,4.0003,NA,4.0749,2.0221,3.9477,1.7456,3.5374,4.2629,3.5938,3.5099,3.1471,3.6166,1.9262,4.495,2.3902,3.4168,3.4289,4.4164,2.735,4.2277,4.0126,4.3586,3.7824,4.4384,3.6603,4.2774,2.931,3.7593,3.4778,4.3335,3.8543,4.1531,3.9121,3.1593,2.9981,4.0221,2.7144,3.4493
20600,2.8909,2.4005,3.422,3.7233,4.0857,3.8705,3.4259,2.6709,4.3916,3.4401,3.7755,2.9299,2.3163,1.5805,3.0455,2.5608,3.4685,3.2449,4.1433,3.0304,4.0434,4.2553,2.2965,2.7972,4.419,4.3781,3.7207,3.6718,3.5147,3.879,3.808,3.2732,3.8898,3.8362,3.807,3.7375,3.4929,4.6244,3.4679,4.3635,2.9475,3.7897,2.8246,4.2488,3.5189,4.0938,3.1892,3.6917,2.7639,3.2754,3.9613,3.9748,3.5686,3.853,4.3471,3.2083,3.6978,4.3172,3.8626,3.6669,4.073,2.5649,3.0817,2.0406,2.162,3.9024,3.6511,2.9451,4.3167,4.0534,3.5146,3.3865,4.0887,4.0004,NA,4.0749,2.0221,3.9477,1.7457,3.5375,4.263,3.594,3.51,3.1473,3.6167,1.9262,4.495,2.3904,3.4167,3.4288,4.4165,2.7351,4.2279,4.0126,4.3588,3.7823,4.4383,3.6604,4.2775,2.9311,3.7594,3.4777,4.3335,3.8544,4.1533,3.912,3.1593,2.9981,4.0221,2.7144,3.4495
20700,2.8908,2.4006,3.4221,3.7232,4.0858,3.8706,3.4259,2.6712,4.3917,3.4402,3.7757,2.9299,2.3162,1.5804,3.0455,2.5608,3.4687,3.2447,4.1436,3.0304,4.0434,4.2553,2.2964,2.7973,4.4191,4.3783,3.7207,3.6718,3.5147,3.8791,3.8079,3.2732,3.8899,3.8363,3.8071,3.7376,3.4929,4.6245,3.4679,4.3636,2.9476,3.7897,2.8247,4.2488,3.5188,4.0937,3.1893,3.6916,2.764,3.2754,3.9613,3.975,3.5687,3.8529,4.3472,3.2083,3.6978,4.3173,3.8625,3.6669,4.073,2.5648,3.0819,2.0406,2.1619,3.9025,3.6511,2.9452,4.3168,4.0533,3.5147,3.3867,4.0887,4.0006,NA,4.0749,2.0222,3.9479,1.7459,3.5375,4.263,3.5941,3.51,3.1474,3.6167,1.9263,4.495,2.3905,3.4166,3.4289,4.4166,2.7352,4.2279,4.0127,4.3589,3.7825,4.4384,3.6605,4.2775,2.9312,3.7594,3.4777,4.3337,3.8543,4.1534,3.912,3.1594,2.9982,4.0222,2.7146,3.4496
20800,2.8909,2.4007,3.4221,3.7233,4.0858,3.8707,3.4261,2.6713,4.3918,3.4403,3.7759,2.9298,2.3162,1.5804,3.0454,2.5609,3.4688,3.2447,4.1437,3.0304,4.0434,4.2553,2.2965,2.7972,4.4192,4.3782,3.7208,3.6718,3.5148,3.8792,3.808,3.2733,3.8899,3.8365,3.807,3.7376,3.4928,4.6246,3.4681,4.3636,2.9474,3.7897,2.8248,4.2488,3.5188,4.0937,3.1894,3.6916,2.7642,3.2755,3.9614,3.975,3.5688,3.8528,4.3475,3.2083,3.698,4.3175,3.8627,3.6669,4.0731,2.5648,3.0821,2.0405,2.1619,3.9026,3.6513,2.9453,4.3168,4.0534,3.5145,3.3866,4.0888,4.0007,NA,4.0748,2.0224,3.948,1.7459,3.5376,4.2631,3.5941,3.5099,3.1476,3.6169,1.9263,4.495,2.3907,3.4168,3.4291,4.4167,2.7353,4.228,4.0129,4.3589,3.7826,4.4385,3.6604,4.2775,2.9313,3.7595,3.4777,4.3339,3.8544,4.1534,3.912,3.1595,2.9982,4.0222,2.7147,3.4495
20900,2.891,2.4007,3.4223,3.7234,4.0858,3.8708,3.4262,2.6712,4.3921,3.4404,3.7758,2.9298,2.3164,1.5805,3.0454,2.561,3.4689,3.2447,4.1437,3.0303,4.0437,4.2554,2.2964,2.7974,4.4192,4.3782,3.721,3.6719,3.5148,3.8793,3.8081,3.2732,3.8898,3.8366,3.807,3.7377,3.4927,4.6246,3.4681,4.3638,2.9475,3.7898,2.8249,4.2487,3.5188,4.0937,3.1894,3.6916,2.7642,3.2756,3.9615,3.9752,3.5687,3.8529,4.3476,3.2083,3.6979,4.3175,3.8627,3.6671,4.073,2.5647,3.0821,2.0404,2.162,3.9024,3.6513,2.9454,4.3168,4.0535,3.5145,3.3867,4.0889,4.0008,NA,4.075,2.0224,3.9481,1.7459,3.5376,4.2632,3.5938,3.5099,3.1476,3.6169,1.9263,4.495,2.3909,3.4168,3.4291,4.4167,2.7352,4.2281,4.0129,4.3589,3.7826,4.4386,3.6605,4.2777,2.9315,3.7598,3.4779,4.334,3.8545,4.1534,3.9121,3.1597,2.9983,4.0224,2.7148,3.4494
21000,2.8911,2.4008,3.4224,3.7235,4.0859,3.8707,3.4263,2.6712,4.3921,3.4404,3.7759,2.93,2.3165,1.5805,3.0453,2.5611,3.469,3.2446,4.1437,3.0303,4.0438,4.2554,2.2964,2.7975,4.4193,4.3784,3.7212,3.672,3.5149,3.8794,3.8083,3.2734,3.8899,3.8366,3.807,3.7377,3.4927,4.6246,3.4683,4.3641,2.9475,3.7899,2.8248,4.2488,3.519,4.0937,3.1893,3.6917,2.7643,3.2756,3.9615,3.9751,3.5689,3.853,4.3478,3.2084,3.6981,4.3175,3.8628,3.6673,4.0731,2.5651,3.0822,2.0406,2.1619,3.9027,3.6515,2.9455,4.3169,4.0536,3.5145,3.3868,4.089,4.0007,NA,4.0751,2.0224,3.9483,1.746,3.5377,4.2632,3.5939,3.5099,3.1477,3.6172,1.9266,4.4951,2.3909,3.4169,3.4291,4.4168,2.7354,4.228,4.013,4.359,3.7827,4.4386,3.6605,4.2778,2.9315,3.7598,3.4779,4.3341,3.8545,4.1534,3.9122,3.1598,2.9982,4.0224,2.7149,3.4496
21100,2.8911,2.4009,3.4224,3.7234,4.086,3.8707,3.4263,2.6713,4.3921,3.4406,3.776,2.9299,2.3165,1.5804,3.0455,2.5612,3.4691,3.2446,4.1438,3.0304,4.0437,4.2554,2.2966,2.7975,4.4195,4.3784,3.7212,3.6721,3.5149,3.8794,3.8085,3.2735,3.89,3.8366,3.807,3.7379,3.4927,4.6248,3.4682,4.3642,2.9475,3.7899,2.825,4.2488,3.5191,4.0937,3.1894,3.6919,2.7644,3.2755,3.9614,3.9751,3.5691,3.8533,4.3478,3.2084,3.6982,4.3176,3.8628,3.6674,4.0732,2.565,3.0821,2.0404,2.1619,3.9028,3.6515,2.9457,4.317,4.0536,3.5146,3.3867,4.0892,4.0009,NA,4.0752,2.0225,3.9484,1.7461,3.5377,4.2631,3.5939,3.51,3.1479,3.6172,1.9268,4.4953,2.3912,3.417,3.4291,4.417,2.7353,4.228,4.0131,4.359,3.7828,4.4387,3.6607,4.2779,2.9315,3.7596,3.4779,4.3341,3.8545,4.1535,3.912,3.16,2.9984,4.0225,2.7149,3.4497
21200,2.8913,2.4008,3.4226,3.7232,4.0859,3.8708,3.4262,2.6714,4.3922,3.4407,3.776,2.9301,2.3165,1.5804,3.0455,2.5613,3.4692,3.2447,4.1438,3.0304,4.0435,4.2555,2.2964,2.7976,4.4195,4.3784,3.7211,3.6721,3.515,3.8794,3.8084,3.2736,3.8901,3.8367,3.8072,3.738,3.4927,4.625,3.4682,4.3644,2.9475,3.79,2.8251,4.2487,3.5191,4.0938,3.1895,3.6919,2.7646,3.2756,3.9615,3.9751,3.5693,3.8533,4.3478,3.2084,3.6982,4.3178,3.8629,3.6676,4.0733,2.5651,3.0822,2.0405,2.1617,3.9029,3.6516,2.9456,4.3171,4.0537,3.5144,3.3867,4.0893,4.001,NA,4.0753,2.0225,3.9484,1.7461,3.5377,4.2632,3.5939,3.5102,3.1479,3.6172,1.9269,4.4953,2.3912,3.4169,3.4292,4.417,2.7355,4.2281,4.0132,4.359,3.7828,4.4388,3.6607,4.2779,2.9315,3.7597,3.4779,4.3343,3.8545,4.1537,3.9121,3.16,2.9984,4.0225,2.7149,3.4498
21300,2.8912,2.4009,3.4226,3.7233,4.086,3.871,3.4263,2.6716,4.3923,3.4407,3.776,2.9302,2.3163,1.5804,3.0456,2.5614,3.4694,3.2448,4.1438,3.0305,4.0435,4.2556,2.2965,2.7975,4.4196,4.3785,3.7212,3.6723,3.5151,3.8795,3.8085,3.2738,3.8902,3.8367,3.8073,3.7379,3.4927,4.6251,3.4682,4.3645,2.9477,3.7899,2.8251,4.2488,3.5192,4.0938,3.1896,3.692,2.7647,3.2757,3.9615,3.9753,3.5693,3.8534,4.348,3.2086,3.6982,4.3178,3.8629,3.6675,4.0733,2.5649,3.0823,2.0407,2.1617,3.9028,3.6516,2.9457,4.3171,4.0538,3.5144,3.3867,4.0893,4.0011,NA,4.0753,2.0226,3.9483,1.7461,3.5376,4.2634,3.5939,3.5101,3.148,3.6174,1.927,4.4953,2.3913,3.4169,3.4293,4.4171,2.7356,4.2283,4.0132,4.3591,3.783,4.4389,3.6608,4.2779,2.9314,3.7597,3.4778,4.3343,3.8543,4.1539,3.9121,3.1602,2.9985,4.0226,2.7151,3.4498
